id,tweetText,tweetURL,type,tweetAuthor,handle,geo,mentions,hashtags,replyCount,quoteCount,retweetCount,likeCount,views,bookmarkCount,createdAt,allMediaURL,videoURL,source_file,combined_timestamp
3211,"It is an established and acknowledged fact that the shots made most people ill soon after they took them. The clinical trials show this. At least 80% of people in the Moderna clinical trial experienced one or more of these symptoms: headache, fever, chills, joint pain, nausea/vomiting, muscle pain. I bet the vast majority of people know at least one person who became quite ill after the vaccine for 3 or more days.

Most people were willing to accept some illness only because they believed the so-called vaccines would prevent them from getting covid and because they were told that illness meant the shots were working. Of course, when the shots failed, the calculus changed. Why suffer through a post-vaccine illness only to then become sick with the virus anyway?  It's common sense not to do this.

I am very curious about why people are still taking boosters, so I often read the comments on New York Times articles about covid boosters. My impression is that people who are still taking the boosters generally fall into two camps. One group has not had post-vaccine illness. They are lucky and also in the minority. The other group is people who are still taking boosters even though past shots have made them sick because they are afraid of covid and/or are following doctor's advice. This group makes me so sad. What a terrible thing to live in this state of fear and cycle of self-harm!

Personally, if I took a pharmaceutical and suffered through illness after because I was led to believe that it would protect me from a virus and then it didn't even work, I'D BE PISSED!  Why are people not more angry about this? Vaccinated people need to talk about this and demand answers!",https://x.com/WeferLawOffices/status/1852165208384372945,tweet,"Dana Wefer, Esq.",@WeferLawOffices,Website links to court dox,,,10,0,8,27,1419,1,2024-10-31 18:46:11,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3212,"@KamalaHQ About 12 hours after my first covid vaccine I woke up with a fever, chills and everything down to my toenails hurt.  Did I condemn the vaccine?  No!  My thought was that if that is what the vaccine was like, I didn't want anything to do with covid EVER!   /1",https://x.com/lyn_murray/status/1852159330776420423,tweet,Mad as hell in Calgary,@lyn_murray,Calgary ,@KamalaHQ,,1,0,0,0,22,0,2024-10-31 18:22:50,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3213,@RatFarmer_ @romulusofficial *just as long as you got fever or the chills,https://x.com/MayorAtlas/status/1852157224111468739,tweet,AtlasTheMayor BLM Commissions open!,@MayorAtlas,constant attraction to all,"@RatFarmer_,@romulusofficial",,0,0,0,3,23,0,2024-10-31 18:14:28,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3214,@JayHerrans Chills everywhere,https://x.com/OrangeCatFever4/status/1852149567090803024,tweet,Ihaveyourmothersfourskin,@OrangeCatFever4,Lost in the underworld,@JayHerrans,,0,0,0,0,89,0,2024-10-31 17:44:02,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3215,@BA_turtle_BS Indiana Fever Admin seems to be the most active.,https://x.com/Chill23Zen/status/1852142064810496231,tweet,🔗📬 ~ Graymond Dream,@Chill23Zen,,@BA_turtle_BS,,0,0,0,1,96,0,2024-10-31 17:14:14,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3216,Days like this my baby fever be going crazy but let me chill.,https://x.com/KisssMy_Atticus/status/1852135857660043445,tweet,Tat The Creator,@KisssMy_Atticus,Evil E,,,0,0,0,0,25,0,2024-10-31 16:49:34,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3217,"And the baby fever is back 🥹. I gotta chill man, got a wedding dress to fit into",https://x.com/emeraldstree/status/1852135277826851282,tweet,Lettie’s Baby,@emeraldstree,,,,0,0,0,0,36,0,2024-10-31 16:47:15,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3218,"@pontehihi FEVERは1度聞いたら絶対覚えちゃいますね！

あ、CHILLもいいぞー！
(ほとんど選ばれないBGM2の方)",https://x.com/ikari_marthsums/status/1852125666537537620,tweet,いくつかのイカリ@マル爺,@ikari_marthsums,岡山県岡山市,@pontehihi,,1,0,0,0,30,0,2024-10-31 16:09:04,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3219,"ドクターマリオ の『Chill』が好き。

『Fever』と比べて最初は落ち着いて曲調だけど、途中から(動画の1:10くらい)から曲が転調するところがかっこいい。

ちなみにFeverとChillは、日本語で『熱と寒気』。
#ドクターマリオ
#NintendoMusic
#ニンテンドーミュージック https://t.co/iYeHUE3euA",https://x.com/yamuchihanahuda/status/1852123303001100786,tweet,うち山福丸(趣味日記),@yamuchihanahuda,スポッコスクエア,,"#ドクターマリオ,#NintendoMusic,#ニンテンドーミュージック",0,0,0,0,211,0,2024-10-31 15:59:40,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3220,"@KamalaHQ Many people experience mild fever or chills or achiness for 1-3 days, which means it is working. 
Ignorance is not bliss. https://t.co/ZBw2z4XKft",https://x.com/dollymad1812/status/1852120083734384929,tweet,Dolly Madison ✌🏻🌻 🟦 🪷,@dollymad1812,America the Beautiful,@KamalaHQ,,0,0,0,4,106,0,2024-10-31 15:46:53,https://pbs.twimg.com/tweet_video_thumb/GbQNY9bakAApXsl.jpg,https://video.twimg.com/tweet_video/GbQNY9bakAApXsl.mp4,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3221,"Maybe because I'm on my third day of fever and chills where I've barely left the couch, but they moved this ordinarily-not-very-emotional-woman to tears.",https://x.com/Advo_Katy/status/1852115789622710388,tweet,Katy Faust,@Advo_Katy,,,,2,0,0,16,1383,0,2024-10-31 15:29:49,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3222,"@horrorhotelshow Happy Halloween to the crew of Horror Hotel &amp; Lamia! Thank you for all the bloopers/outtakes and chuckles through the years. Alas, I've been sick with chills &amp; fever since Past Sunday.",https://x.com/opaman/status/1852113709776146718,tweet,opaman,@opaman,Detroit - Tricounty Area,@horrorhotelshow,,0,0,0,0,15,0,2024-10-31 15:21:33,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3223,@DreamlanderJoel @BillyBnMReal @GarpoGods @YoshiPerson101 @AnnoyingGharial @sness_64 @romulusofficial Just as long as you've got FEVER or the CHILLs.,https://x.com/HELLOMNISteven/status/1852094502179049802,tweet,"HELLO, My Name Is Steven",@HELLOMNISteven,Probably at work :(,"@DreamlanderJoel,@BillyBnMReal,@GarpoGods,@YoshiPerson101,@AnnoyingGharial,@sness_64,@romulusofficial",,2,0,0,6,112,1,2024-10-31 14:05:14,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3224,"@KamalaHQ Yep. I can count on a day of fever &amp; chills from the covid shot. After that, I feel great with peace of mind.",https://x.com/thriftyneedle/status/1852088880532697285,tweet,PNWFinn,@thriftyneedle,A land of a thousand lakes,@KamalaHQ,,0,0,0,0,15,0,2024-10-31 13:42:53,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3225,"Take of yourself firstly- we’ll be here when you get back. Tooth infections can be serious and the pain excruciating. I can’t believe that’s all they gave you. If you get a fever, chills, vomiting- PLEASE go to the ER IMMEDIATELY!",https://x.com/ColleenWhitman/status/1852085512934179175,tweet,Colleen Whitman,@ColleenWhitman,"Washington, USA",,,1,0,0,1,18,0,2024-10-31 13:29:31,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3226,"@PediatricsC_1 @hemo_shk @IhabFathiSulima The most likely diagnosis:
Muckle–Wells syndrome (MWS) is a rare autosomal dominant disease which causes sensorineural deafness and recurrent hives, and can lead to amyloidosis. Individuals with MWS often have episodic fever, chills, and joint pain.
#MedX",https://x.com/Hhhash1146519/status/1852080888873664833,tweet,H Sh,@Hhhash1146519,,"@PediatricsC_1,@hemo_shk,@IhabFathiSulima",#MedX,0,0,0,0,20,0,2024-10-31 13:11:08,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3227,"@zaidsamaratt @hemo_shk @IhabFathiSulima The most likely diagnosis:
Muckle–Wells syndrome (MWS) is a rare autosomal dominant disease which causes sensorineural deafness and recurrent hives, and can lead to amyloidosis. Individuals with MWS often have episodic fever, chills, and joint pain.
#MedX",https://x.com/Hhhash1146519/status/1852080853532446792,tweet,H Sh,@Hhhash1146519,,"@zaidsamaratt,@hemo_shk,@IhabFathiSulima",#MedX,0,0,0,0,15,0,2024-10-31 13:11:00,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3228,"@Muhamma91272845 @hemo_shk @IhabFathiSulima The most likely diagnosis:
Muckle–Wells syndrome (MWS) is a rare autosomal dominant disease which causes sensorineural deafness and recurrent hives, and can lead to amyloidosis. Individuals with MWS often have episodic fever, chills, and joint pain.
#MedX",https://x.com/Hhhash1146519/status/1852080816307999082,tweet,H Sh,@Hhhash1146519,,"@Muhamma91272845,@hemo_shk,@IhabFathiSulima",#MedX,0,0,0,0,10,0,2024-10-31 13:10:51,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3229,"@imnotabotbiatch u’ll know

nausea, vomiting, sweats, chills, think fever (it was over 20 yrs ago, but still remember how bad i felt.) i tend to wonder if things hurt badly enough myself, wasn’t much gray area with my appendicitis.",https://x.com/NLeszcynski/status/1852079295339855979,tweet,Nick,@NLeszcynski,"Philly suburbs, PA",@imnotabotbiatch,,1,0,0,1,37,0,2024-10-31 13:04:48,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3230,"the common cold hit me like a bus yesterday. headache, dizziness, chills and fever.

drank like 10 cups of tea, napped 3 hours, setup humidifier on max blast, showered twice, took zinc, vit C, vit D

feel like a new man today. still have some mild congestion but the cures work",https://x.com/ianjhurst/status/1852072573288485124,tweet,Ian Hurst ♱,@ianjhurst,,,,0,0,0,2,36,0,2024-10-31 12:38:05,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3231,@teslastarter_ @Dot_Tmac @therealtay614 @IINativeIl LMFAOOOO bruh you gotta chill I only fw black hoes irl I stay with that jungle fever,https://x.com/SurgicalJit_/status/1852058915795788022,tweet,#RRY🤑,@SurgicalJit_,"Maryland, USA","@teslastarter_,@Dot_Tmac,@therealtay614,@IINativeIl",,0,0,0,0,76,0,2024-10-31 11:43:49,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3232,"@MAJewell_author @doulonkyriou @JaneDoe89604053 @BerlinResist Individualism is good.
Everyone should develop themselves to their full potential.
A boy eventually becomes self-sufficient, then sufficient for a wife, kids, parents, others.
10 days after covid (a day's fever, chills, aches) I didn't need to wear a mask to protect others.",https://x.com/JohnDen98975832/status/1852058070438023458,tweet,John Denney,@JohnDen98975832,,"@MAJewell_author,@doulonkyriou,@JaneDoe89604053,@BerlinResist",,0,0,0,0,18,0,2024-10-31 11:40:28,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3233,"@imnotabotbiatch If you don't have a fever &amp; chills, it's likely gas. 🌬️😉😌",https://x.com/samiamnurnot/status/1852030820300583406,tweet,🎃Sabrina The Middle-Aged Witch🎃,@samiamnurnot,The Mitten State,@imnotabotbiatch,,0,0,0,1,33,0,2024-10-31 09:52:11,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3234,Soooo sick. Went to bed with the worst chills ever. Woke up with 103 degree fever. Feel like I’ve been hit by a truck. Coughing up mucus. Probably Covid variant 69. Destroying me.,https://x.com/njso18/status/1852021867118497817,tweet,Darth Nicholous,@njso18,"Topsham, Maine",,,0,0,0,0,37,0,2024-10-31 09:16:36,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3235,"@MsRobinSLC @KikaArtukovic Or maybe the law only allows you to act at the first sign of infection (a fever, chills, etc) but before sepsis actually sets in? Since expectant management is also considered an accepted treatment for PPROM when there’s no other risk factors present.",https://x.com/LBR4567/status/1852020133369401444,tweet,LBR,@LBR4567,,"@MsRobinSLC,@KikaArtukovic",,1,0,0,1,33,0,2024-10-31 09:09:43,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3236,"@Markmaycott2 Yes. For Covid in 2021.  Within 5 hours the fever, chills and malaise were gone. I was warm dry and slept.  73 yrs old.",https://x.com/JaneJan24710/status/1852015991980724355,tweet,Jane Tanner,@JaneJan24710,,@Markmaycott2,,0,0,0,1,26,0,2024-10-31 08:53:15,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3237,"@romulusofficial brightly colored pills, theyll cure all your ills
whether you have shallow fever or deep chills",https://x.com/RatFarmer_/status/1852006100112973910,tweet,Rat Farmer,@RatFarmer_,pit of tar        21 | they,@romulusofficial,,1,0,0,64,2477,0,2024-10-31 08:13:57,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3238,ドクターマリオといえば大体Feverなイメージあるけど、Chillの方が聴き馴染みがあるのは絶対にメイドインワリオのせい,https://x.com/shine_trpg12/status/1852004810045952287,tweet,シャイン🌈はけん👀,@shine_trpg12,はちさんかわいいbot,,,0,0,0,0,90,0,2024-10-31 08:08:49,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3239,they moved my caucus location last minute so i had to walk two miles both ways through an industrial part of cedar rapids. i had chills when i got home and woke up with a &gt;105 degree fever. i spent 3 days on my air mattress hallucinating the news. and then nobody won,https://x.com/NORMALTRANNY/status/1851993910081384690,tweet,hung juror,@NORMALTRANNY,iowa city world city,,,5,0,2,62,1972,0,2024-10-31 07:25:31,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3240,"@InformedNJNurse Im 7 weeks in. Finally starting to feel better. Light coughing/mucus through the day. 
(Started w tickle/cough. then sore throat/chills/mild fever. Few days later chest congestion, nasty exhausting cough-for at least 5 of those weeks) had 10days antibiotics. I feel didnt do much",https://x.com/RMrockz/status/1851992505857761735,tweet,RMrockz,@RMrockz,🇨🇦 ,@InformedNJNurse,,1,0,0,0,60,0,2024-10-31 07:19:56,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3241,"🎃👻 Wishing you a spooktacular Halloween filled with thrills, chills, and all the treats! 

🐊https://t.co/98CZuXnlhx https://t.co/CMqZ9vPssc",https://x.com/AirboatSwamp/status/1851980055011823950,tweet,Swamp Fever Airboat Adventures,@AirboatSwamp,"Lake Panasoffkee, Florida",,,0,0,0,0,2,0,2024-10-31 06:30:27,https://pbs.twimg.com/media/GbOOCvQWgAAXnI_.jpg,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3242,"Have to take my dad to the doctors today. He has a cold, fever, chills. He's staying with me for a few days. Hoping it's not covid. He's had it though. I had to switch with someone at work, to get today off. So, working everyday next week. Leaving soon, have a good day.",https://x.com/FinallyWords/status/1851976858524340652,tweet,"Words Finally Spoken, Peace for 🇺🇦",@FinallyWords,USA,,,2,0,0,4,152,0,2024-10-31 06:17:45,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3243,なんかもう２時間くらいFEVERとCHILLを鬼リピしてる,https://x.com/alcassumu/status/1851969877415989307,tweet,AL³⁺(えーえるいおん),@alcassumu,アウトレイジ一番街,,,0,0,0,0,16,0,2024-10-31 05:50:01,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3244,"おれは「グルメレース2コース目のテーマ、もろこしホール」「ドクターマリオのFeverではないほうのBGM、Chill」などをよく好む

スルメ系のゲームミュージックすきなの",https://x.com/Heavy_Shinja/status/1851966461771956306,tweet,ガ性ガ強太郎,@Heavy_Shinja,カムラの里,,,1,0,0,1,139,0,2024-10-31 05:36:27,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3245,｢Chill｣だ〜〜〜〜〜〜〜いすき。聞きなじみあるのはFC版だけどGB版も味があってｲｲﾈ。マジで大好きな曲だ。でもFeverも良い。いやドクターマリオ入ってるの、神やな〜〜〜〜 https://t.co/oIn40Oee6O,https://x.com/padi_lisk/status/1851932233906688492,tweet,ぱぢ,@padi_lisk,トラル大陸,,,0,0,0,0,145,0,2024-10-31 03:20:26,https://pbs.twimg.com/media/GbNijLBakAIPokz.jpg,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3246,"Really ? Just sleep whole day? Fever took me down but idk, feels great to have a chill day",https://x.com/TaketaMichihiro/status/1851919738244599957,tweet,Taketa Michihiro 【COSA NOSTRA】,@TaketaMichihiro,Wonderland,,,2,0,0,4,81,0,2024-10-31 02:30:47,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3247,ドクターマリオ、FEVERも神曲だけどやっぱりchillがヤバいな,https://x.com/thiazider/status/1851891316252381463,tweet,ちあ,@thiazider,札幌,,,0,0,0,2,200,0,2024-10-31 00:37:50,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3248,Feverにどうしても隠れてしまうChillという神曲,https://x.com/osakana16120335/status/1851872779030925803,tweet,おさかな（はや）,@osakana16120335,血の池地獄　冥界,,,0,0,0,1,32,0,2024-10-30 23:24:11,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3249,kakasurvive ko lang from extreme chills and fever kagabi tapos ngayon kalaban ko naman STIFF NECK JUSKO NAMAN KELAN BA TO MATATAPOS,https://x.com/talalala0228/status/1851858655022584156,tweet,🍞🍞🍞,@talalala0228,upd chem | pshs carc ‘20,,,0,0,0,4,150,0,2024-10-30 22:28:03,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3250,"@sugoku_tetsura えっもう使ってるのですか！
ドクターマリオは2曲ですか、スマブラアレンジもあるのですか。
FEVERもChillも名曲過ぎますよね",https://x.com/kosiitai/status/1851853477460488201,tweet,きんぎん@ﾌｧﾝﾎﾞ,@kosiitai,kinginto5ru@hotmail.co.jp お仕事等,@sugoku_tetsura,,1,0,0,0,94,0,2024-10-30 22:07:29,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3251,"Nintendo Music
うわー懐かしい！！
代表曲的なfever以外に、ちょっと複雑で面白みのあるchillもあるー

どうかマリオペイントの曲を入れてくれー https://t.co/1kKYl8iic0",https://x.com/empresarioapps/status/1851850483809554646,tweet,エンプレ⛰🍁今年こそ達成したい！,@empresarioapps,山が縁遠い県,,,0,0,0,0,173,0,2024-10-30 21:55:35,https://pbs.twimg.com/media/GbMYMzIakAMFNLV.jpg,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3252,ドクマリのBGM2曲（Fever、Chill）の原曲を改めて聴いてみると今までなんとなく知ってたのと印象全然違ってやばい、こんな神テクノだったの？？？曲名からして激トガりだし作曲者さん相当強い人だったんだな,https://x.com/white_leek37/status/1851849445131927800,tweet,ねぎ,@white_leek37,雑多です,,,1,0,0,1,205,0,2024-10-30 21:51:28,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3253,子供の頃はドクターマリオのBGMはfeverよりchillの方が病原体の深刻さがあっていいと思ってたけどなんかそこまで深刻な話でもないのかな…マリオに医師免許あるのかわからないし,https://x.com/tokeiOrloj/status/1851844022790426805,tweet,シロヒトリ,@tokeiOrloj,"big love for Zappa, Lyude, etc",,,0,0,0,0,98,0,2024-10-30 21:29:55,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3254,ドクターマリオのステージ曲ふたつが「FEVER」「CHILL」というカッコよさは永遠に語り継いでいきたい,https://x.com/monae/status/1851839757615075597,tweet,monae,@monae,,,,0,0,0,4,383,0,2024-10-30 21:12:58,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3255,💊のfeverとchill綺麗な音で聴けるのマジでガチ気持ち良すぎる感謝感謝感謝,https://x.com/saa_sazameku5/status/1851825702955553211,tweet,佐々メ,@saa_sazameku5,,,,0,0,0,1,27,0,2024-10-30 20:17:07,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3256,@ran_hmd Fever と Chill はどっちが好き?,https://x.com/shiitake1977/status/1851824710620971019,tweet,香菇 ㄒㄧㄤㄍㄨ しいたけ,@shiitake1977,東京都,@ran_hmd,,1,0,0,1,23,0,2024-10-30 20:13:10,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3257,ドクターマリオ、有名なのは勿論feverだけどchill割とすき,https://x.com/rarirunntaisa/status/1851817572368605215,tweet,らりるん𓃠𓃠,@rarirunntaisa,黒髪少女のヘアピン,,,0,0,0,2,111,0,2024-10-30 19:44:49,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3258,でも自分はドクターマリオだとFeverよりChill派。 https://t.co/YgXuOwcQI7,https://x.com/miori0/status/1851804180627009755,tweet,ミオリ,@miori0,元ほっかいどー（今とーきょー）,,,0,0,0,2,169,0,2024-10-30 18:51:36,https://pbs.twimg.com/media/GbLuFWMawAEzPYH.jpg,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3259,That 3 pointer by Pascal Siakam just gave me chills,https://x.com/indianasports_1/status/1851803705320051115,tweet,Pacers/Colts/Fever,@indianasports_1,,,,0,0,0,8,152,0,2024-10-30 18:49:42,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3260,@clarencehilljr 102.5 fever with chills. Your ass ain’t walking around signing autographs. Your in bed wishing for death.,https://x.com/skillz2paybils/status/1851802814730641884,tweet,🇺🇸 Tim 🇺🇸🦅 ☢️🍊 🚬👀,@skillz2paybils,"Fort Worth, TX",@clarencehilljr,,0,0,0,0,7,0,2024-10-30 18:46:10,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3261,@geumjassi_ He is always so chill 🤣,https://x.com/SherAlana/status/1851795264396235216,tweet,Psychic Fever Shawty,@SherAlana,"Houston, TX",@geumjassi_,,1,0,0,2,99,0,2024-10-30 18:16:10,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3262,the fever chills in question https://t.co/Ni2KA8FQIn,https://x.com/imbennett_/status/1851791290062508089,tweet,i'm bennett,@imbennett_,boston they/them 21,,,1,0,0,0,14,0,2024-10-30 18:00:22,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3263,these fever chills have me doing this in bed https://t.co/CxFDG85WCT,https://x.com/imbennett_/status/1851791154489987465,tweet,i'm bennett,@imbennett_,boston they/them 21,,,1,0,0,1,50,0,2024-10-30 17:59:50,https://pbs.twimg.com/tweet_video_thumb/GbLiOVdXwAEG78d.jpg,https://video.twimg.com/tweet_video/GbLiOVdXwAEG78d.mp4,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3264,Ava got my baby fever through the mf roof I gots to chill 🥹,https://x.com/gwehgyal/status/1851789531525104003,tweet,gweh,@gwehgyal,"New York, NY",,,0,1,0,0,185,0,2024-10-30 17:53:23,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3265,not the chills and the i feel like im about to get a fever combo sksksks pls wala kaming holiday,https://x.com/dailybeesura/status/1851784766288465934,tweet,𝓑.,@dailybeesura,,,,0,0,0,0,20,0,2024-10-30 17:34:27,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3266,I have chills &amp; body aches but noooo fever. I feel like how Sherman probably felt when his mama hit him with the car 😖😩,https://x.com/AMBrr_Zoe/status/1851769351155700120,tweet,AmBAMtastical 🔻,@AMBrr_Zoe,Somewhere I'm not meant to be,,,1,0,0,1,43,0,2024-10-30 16:33:12,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3267,"おはようございます
ドクターマリオはFeverよりChill派です",https://x.com/custard_ank/status/1851764575169056926,tweet,たあど,@custard_ank,,,,0,0,0,1,113,0,2024-10-30 16:14:13,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3268,@pain_lyn Absolutely..no fever but flu like chills and pain 😞😞,https://x.com/SurfGirl303/status/1851760142590550048,tweet,Miss Kate,@SurfGirl303,,@pain_lyn,,0,0,0,1,13,0,2024-10-30 15:56:36,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3269,"At my dr appointment yesterday I got the Covid booster shot &amp; today I felt like death!! Fever,chills etc….i had the same reaction years ago too😩",https://x.com/PrincesaCrowned/status/1851760055630336467,tweet,*~Princesa~*,@PrincesaCrowned,USA ,,,0,0,0,0,21,0,2024-10-30 15:56:15,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3270,"Active Tuberculosis (TB) symptoms include:

Persistent cough (3+ weeks) with phlegm production
Chest pain, worsening with coughing or breathing
Fatigue and general weakness
Additional symptoms: weight loss, night sweats, fever, chills.

Note: Latent TB has no symptoms, but can progress to active TB without treatment.

Would you like more information on TB diagnosis or treatment?",https://x.com/fatoomtyzarah/status/1851741827524669481,tweet,Fatima zarah 🌸🌷,@fatoomtyzarah,"Lafia, Nigeria.",@ZahraKaita,,0,0,0,0,18,0,2024-10-30 14:43:50,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3271,Cowboys RB Rico Dowdle said he had a fever of 102.5 and chills on Sunday. He was truly sick.,https://x.com/clarencehilljr/status/1851726475285926395,tweet,Clarence Hill Jr,@clarencehilljr,Dallas/Fort Worth,,,73,16,35,755,70388,6,2024-10-30 13:42:49,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3272,my baby fever is spiked once again. why am I crying over the most adorable video ever I need to chill,https://x.com/cherryvoid/status/1851718731950624927,tweet,punky,@cherryvoid,any pronouns,,,1,0,0,2,122,0,2024-10-30 13:12:03,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3273,"https://t.co/sC50wRT9Rh

""Bazen en uzun yolculuk iki insan arasındaki mesafedir.""
 Novalis.

İYİ GECELERİNİZ OLSUN

Freddie Houston: ""Chills and Fever"" (Old Town, 1963)
                           DİNLEMEKTESİNİZ",https://x.com/ugursoydan1966/status/1851716886284898764,tweet,Uğur Soydan Emlak Borsası - Tarabya,@ugursoydan1966,İstanbul/Tarabya-,,,0,0,0,0,56,0,2024-10-30 13:04:43,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3274,"DOES LOCHIA SMELL?
Yes, it has a distinct smell, like menstrual blood; however, if it has a foul smell or if you have a fever or chills, call your doctor, because it may be a sign of postpartum infection.",https://x.com/thurcdxssruv/status/1851715356861030548,tweet,duotgeriiexsrte🫧,@thurcdxssruv,Nigeria ,,,1,0,0,0,11,0,2024-10-30 12:58:38,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3275,"@yakunneko ⠀⠀

Fever,    yes.     No chills.    I got a little chest pain and a big headache.

Maybe soup?    And cuddles.

⠀⠀",https://x.com/MSBYKotaro/status/1851715002530697294,tweet,.:｡+ﾟ𝐍. 12 .,@MSBYKotaro,,@yakunneko,,1,0,0,0,88,0,2024-10-30 12:57:14,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3276,"@MSBYKotaro Okay, sweetheart. Do you have a fever? Chills? 

Do you want any tea? Soup?",https://x.com/yakunneko/status/1851713851986710695,tweet,Morisuke,@yakunneko,,@MSBYKotaro,,1,0,0,0,16,0,2024-10-30 12:52:40,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
3277,"@BradenShamo I did both last fall and didn't notice too much difference from just the Covid only. Covid booster always puts me down for about 12 hours with chills, nauseated &amp; maybe a fever. But I am older so my immune system may not be as good as yours.",https://x.com/murninski/status/1851697614011691464,tweet,WyldUtah,@murninski,,@BradenShamo,,0,0,0,0,174,0,2024-10-30 11:48:08,,,TwiBot-undefined-20241101_031900.csv,2024-11-01 16:35:38.823617
